False	However, delayed-onset @DISEASE@ is a common adverse reaction, limiting the application of the drug.
False	We established a @DISEASE@ rat model.
False	The proliferation and apoptosis of intestinal cells were measured using immunohistochemical assays and a caspase-3 activity assay, respectively.
False	Preventive Effects of a Chinese Herbal Formula, @FORMULA@, on Irinotecan-Induced Delayed-Onset @DISEASE@ in Rats.
False	The study presented was designed to evaluate the preventive effects of @FORMULA@ (@FORMULA@) on irinotecan-induced @DISEASE@ and to explore the possible mechanisms of this action.
True	In conclusion, @FORMULA@ exhibited preventive effects on irinotecan-induced @DISEASE@, and this action was associated with an inhibitory effect on intestinal apoptosis and beta-glucuronidase and a promotive effect on intestinal cell proliferation due to increased maintenance of ISCs.
False	@FORMULA@ (@FORMULA@), a classical traditional Chinese medicine formula, is effective for the treatment of @DISEASE@ (@DISEASE@).
False	This study was designed to investigate the therapeutic effects of @FORMULA@ on @DISEASE@ and possible mechanisms.
True	Our results indicate that @FORMULA@ has a protective effect on DSS-induced @DISEASE@, which is attributable to its anti-inflammatory activity and intestinal barrier function-enhancing effects.
False	The administration of @FORMULA@ significantly ameliorated the clinical signs, suppressed the levels of proinflammatory cytokines, and reduced immune cell infiltrates into colonic tissues of DSS-induced @DISEASE@ model mice.
False	These results provide valuable insights into the pharmacological actions of @FORMULA@ for the treatment of @DISEASE@.
False	Dextran sulfate sodium (DSS, 3.5%) was used to induce @DISEASE@ in C57BL/6 mice.
False	TJ-14 (7.5 g/day) was administered orally.
False	We conducted a randomized comparative trial to investigate whether support with TJ-14 would prevent and control CPT-11-induced @DISEASE@.
False	CONCLUSION: TJ-14 was effective in preventing and controlling CPT-11-induced @DISEASE@.
False	Compared with the control group, the TJ-14 group showed a significant improvement in @DISEASE@ grades ( P=0.044) as well as a reduced frequency of @DISEASE@ grades 3 and 4 (one patient versus ten patients; P=0.018).
True	Preventive effect of Kampo medicine (@FORMULA@) against irinotecan-induced @DISEASE@ in @DISEASE@.
False	METHODS: Of 44 previously untreated patients with @DISEASE@ randomized, 41 (18 TJ-14 group, 23 control group) were available for evaluation.
False	To systematically evaluate the efficacy and safety of @FORMULA@ combined with conventional anti-hypertensive drugs in the treatment of @DISEASE@.
False	[Systematic evaluation and trial sequential analysis of @FORMULA@ combined with anti-hypertensive drugs in treatment of @DISEASE@].
False	There was no statistically significant difference between the test group and the control group in the incidence of adverse reactions.
False	No @DISEASE@ and @DISEASE@ occurred.
False	The clinical randomized controlled trials(RCTs) on the treatment of @DISEASE@ with @FORMULA@ combined with conventional anti-hypertensive drugs were searched in PubMed, EMbase, Cochrane Library, VIP, CNKI, Wanfang, SinoMed since the establishment of the databases to April 2020 based on inclusion and exclusion criteria, and Meta-analysis was conducted by using RevMan 5.3 software.
True	The clinical application of @FORMULA@ combined with conventional Western medicine in the treatment of @DISEASE@ and accompanying symptoms has clear efficacy and certain safety, so it is recommended for clinical application.
False	@FORMULA@ (@FORMULA@) is a traditional Chinese medicine prescription for the prevention and treatment of @DISEASE@.
True	Our results suggested that KLF4 may be the potential therapeutic target of @FORMULA@ for the treatment of @DISEASE@.
False	Our study is aimed to identify the potential therapeutic target of @FORMULA@.
False	Low KLF4 expression was significantly correlated with reductions of overall survival and recurrence rate.
False	The mRNA targets of @FORMULA@ were predicted by BATMAN-TCM database and were further identified by integrated analysis of expression data from TCGA.
